State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
MD,Perryman,1556,**51,2020,Electric Utility,39.4422,-76.2208,Constellation Power Service Generation LLC,Constellation Power Service Generation LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1995,Operating,1900
MD,Perryman,1556,1-Jun,2020,Electric Utility,39.4422,-76.2208,Constellation Power Service Generation LLC,Constellation Power Service Generation LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/9/2015,Operating,633
MD,Perryman,1556,2-Jun,2020,Electric Utility,39.4422,-76.2208,Constellation Power Service Generation LLC,Constellation Power Service Generation LLC,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/29/2015,Operating,633.2
MD,Perryman,1556,CT1,2020,Electric Utility,39.4422,-76.2208,Constellation Power Service Generation LLC,Constellation Power Service Generation LLC,Combustion turbine,Diesel Oil,,1/11/1972,Operating,817
MD,Perryman,1556,CT3,2020,Electric Utility,39.4422,-76.2208,Constellation Power Service Generation LLC,Constellation Power Service Generation LLC,Combustion turbine,Diesel Oil,,4/29/1972,Operating,830
MD,Perryman,1556,CT4,2020,Electric Utility,39.4422,-76.2208,Constellation Power Service Generation LLC,Constellation Power Service Generation LLC,Combustion turbine,Diesel Oil,,9/25/1970,Operating,830
MD,Rock Springs Generating Facility,7835,1,2020,Electric Utility,39.7183,-76.1606,Old Dominion Electric Cooperative,"Essential Power Rock Springs, LLC",Combustion turbine,Pipeline Natural Gas,,5/21/2003,Operating,2000
MD,Rock Springs Generating Facility,7835,2,2020,Electric Utility,39.7183,-76.1606,Old Dominion Electric Cooperative,"Essential Power Rock Springs, LLC",Combustion turbine,Pipeline Natural Gas,,5/28/2003,Operating,2000
MD,Rock Springs Generating Facility,7835,3,2020,Electric Utility,39.7183,-76.1606,"Essential Power Rock Springs, LLC","Essential Power Rock Springs, LLC",Combustion turbine,Pipeline Natural Gas,,11/20/2002,Operating,2000
MD,Rock Springs Generating Facility,7835,4,2020,Electric Utility,39.7183,-76.1606,"Essential Power Rock Springs, LLC","Essential Power Rock Springs, LLC",Combustion turbine,Pipeline Natural Gas,,11/26/2002,Operating,2000
MD,Vienna,1564,8,2020,Electric Utility,38.4878,-75.8208,"Vienna Power, LLC","Vienna Power, LLC",Tangentially-fired,Residual Oil,,12/1/1971,Operating,2400
MD,Westport,1560,CT5,2020,Electric Utility,39.2719,-76.6186,Constellation Power Service Generation LLC,Constellation Power Service Generation LLC,Combustion turbine,Pipeline Natural Gas,,2/18/1969,Operating (Retired 06/01/2020),2600
MD,Wildcat Point Generation Facility,59220,CT1,2020,Electric Utility,39.7194,-76.1616,Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,Combined cycle,Pipeline Natural Gas,,8/2/2017,Operating,4071
MD,Wildcat Point Generation Facility,59220,CT2,2020,Electric Utility,39.7194,-76.1616,Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,Combined cycle,Pipeline Natural Gas,,7/26/2017,Operating,4071
ME,Androscoggin Energy,55031,CT01,2020,Cogeneration,44.5047,-70.2403,"Pixelle Androscoggin LLC, Verso Androscoggin LLC, Verso Paper","Pixelle Androscoggin LLC, Verso Androscoggin LLC, Verso Paper",Combustion turbine,Pipeline Natural Gas,Diesel Oil,10/24/1999,Operating,979
ME,Androscoggin Energy,55031,CT02,2020,Cogeneration,44.5047,-70.2403,"Pixelle Androscoggin LLC, Verso Androscoggin LLC, Verso Paper","Pixelle Androscoggin LLC, Verso Androscoggin LLC, Verso Paper",Combustion turbine,Pipeline Natural Gas,Diesel Oil,11/19/1999,Operating,979
ME,Androscoggin Energy,55031,CT03,2020,Cogeneration,44.5047,-70.2403,"Pixelle Androscoggin LLC, Verso Androscoggin LLC, Verso Paper","Pixelle Androscoggin LLC, Verso Androscoggin LLC, Verso Paper",Combustion turbine,Pipeline Natural Gas,Diesel Oil,7/10/2000,Operating,979
ME,Bucksport Generation LLC,50243,GEN4,2020,Cogeneration,44.5739,-68.8033,Bucksport Generation LLC,Bucksport Generation LLC,Combined cycle,Natural Gas,Diesel Oil,10/25/2000,Operating,2082
ME,Maine Independence Station,55068,1,2020,Electric Utility,44.8236,-68.7106,"Casco Bay Energy Company, LLC","Casco Bay Energy Company, LLC",Combined cycle,Pipeline Natural Gas,,3/15/2000,Operating,1937
ME,Maine Independence Station,55068,2,2020,Electric Utility,44.8236,-68.7106,"Casco Bay Energy Company, LLC","Casco Bay Energy Company, LLC",Combined cycle,Pipeline Natural Gas,,3/22/2000,Operating,1937
ME,Rumford Power,55100,1,2020,Electric Utility,44.5303,-70.5219,"Rumford Power, Inc","Rumford Power, Inc",Combined cycle,Pipeline Natural Gas,,7/6/2000,Operating,1975
ME,Westbrook Energy Center,55294,1,2020,Electric Utility,43.6576,-70.3772,"Calpine Construction Finance Company, L.P.","Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,,2/28/2001,Operating,3850.2
ME,Westbrook Energy Center,55294,2,2020,Electric Utility,43.6576,-70.3772,"Calpine Construction Finance Company, L.P.","Calpine Operating Services Company, Inc.",Combined cycle,Pipeline Natural Gas,,2/28/2001,Operating,3850.2
ME,William F Wyman,1507,3,2020,Electric Utility,43.75,-70.1569,"FPL Energy Wyman, LLC","FPL Energy Wyman, LLC",Tangentially-fired,Residual Oil,,1/1/1965,Operating,1190
ME,William F Wyman,1507,4,2020,Electric Utility,43.75,-70.1569,"Exelon New England, FPL Energy Wyman IV, LLC, Green Mountain Power Corporation, Lyndonville Electric Department, Massachusetts Municipal Wholesale Electric, Northeast Utilities Service Company","FPL Energy Wyman IV, LLC",Dry bottom wall-fired boiler,Residual Oil,,12/5/1978,Operating,6290
MI,48th Street Peaking Station,7258,**7,2020,Electric Utility,42.7553,-86.0853,City of Holland,City of Holland,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/1/1992,Operating,484
MI,48th Street Peaking Station,7258,**8,2020,Electric Utility,42.7553,-86.0853,City of Holland,City of Holland,Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/1992,Operating,484
MI,48th Street Peaking Station,7258,9,2020,Electric Utility,42.7553,-86.0853,City of Holland,City of Holland,Combustion turbine,Pipeline Natural Gas,,4/21/2000,Operating,975
MI,Alpine Power Plant,59926,AL1,2020,Electric Utility,45.0624,-84.8261,"Wolverine Power Supply Cooperative, Inc.","Wolverine Power Supply Cooperative, Inc.",Combustion turbine,Pipeline Natural Gas,,6/13/2016,Operating,2045
MI,Alpine Power Plant,59926,AL2,2020,Electric Utility,45.0624,-84.8261,"Wolverine Power Supply Cooperative, Inc.","Wolverine Power Supply Cooperative, Inc.",Combustion turbine,Pipeline Natural Gas,,5/23/2016,Operating,2045
MI,Belle River,6034,1,2020,Electric Utility,42.7748,-82.4945,"Detroit Edison Company, Michigan Public Power Agency",Detroit Edison Company,Dry bottom wall-fired boiler,Coal,Diesel Oil,4/1/1984,Operating,8100
MI,Belle River,6034,2,2020,Electric Utility,42.7748,-82.4945,"Detroit Edison Company, Michigan Public Power Agency",Detroit Edison Company,Dry bottom wall-fired boiler,Coal,Diesel Oil,4/1/1985,Operating,8300
MI,Belle River,6034,CTG121,2020,Electric Utility,42.7748,-82.4945,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,7/1/1999,Operating,1090
MI,Belle River,6034,CTG122,2020,Electric Utility,42.7748,-82.4945,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,7/1/1999,Operating,1110
MI,Belle River,6034,CTG131,2020,Electric Utility,42.7748,-82.4945,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,7/1/1999,Operating,1090
MI,Cadillac Renewable Energy,54415,EUBLR,2020,Small Power Producer,44.2634,-85.4348,Cadillac Renewable Energy,Delta Power Services,Stoker,Wood,,7/16/1993,Operating,650
MI,Dan E Karn,1702,1,2020,Electric Utility,43.6425,-83.8431,Consumers Energy Company,Consumers Energy Company,Tangentially-fired,Coal,Diesel Oil,7/1/1956,Operating,3400
MI,Dan E Karn,1702,2,2020,Electric Utility,43.6425,-83.8431,Consumers Energy Company,Consumers Energy Company,Dry bottom wall-fired boiler,Coal,Diesel Oil,7/1/1956,Operating,3100
MI,Dan E Karn,1702,3,2020,Electric Utility,43.6425,-83.8431,Consumers Energy Company,Consumers Energy Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1974,Operating,10856.4
MI,Dan E Karn,1702,4,2020,Electric Utility,43.6425,-83.8431,Consumers Energy Company,Consumers Energy Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,1/1/1977,Operating,11475.5
MI,Dan E Karn,1702,A,2020,Electric Utility,43.6425,-83.8431,Consumers Energy Company,Consumers Energy Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,,6/11/1975,Operating,302
MI,Dan E Karn,1702,B,2020,Electric Utility,43.6425,-83.8431,Consumers Energy Company,Consumers Energy Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,,6/13/1975,Operating,302
MI,Dean Peakers,55718,1,2020,Electric Utility,42.774,-82.4818,"DTE East China, LLC","DTE East China, LLC",Combustion turbine,Pipeline Natural Gas,,4/21/2002,Operating,1100
MI,Dean Peakers,55718,2,2020,Electric Utility,42.774,-82.4818,"DTE East China, LLC","DTE East China, LLC",Combustion turbine,Pipeline Natural Gas,,5/4/2002,Operating,1100
MI,Dean Peakers,55718,3,2020,Electric Utility,42.774,-82.4818,"DTE East China, LLC","DTE East China, LLC",Combustion turbine,Pipeline Natural Gas,,5/10/2002,Operating,1100
MI,Dean Peakers,55718,4,2020,Electric Utility,42.774,-82.4818,"DTE East China, LLC","DTE East China, LLC",Combustion turbine,Pipeline Natural Gas,,5/13/2002,Operating,1100
MI,Dearborn Industrial Generation,55088,BL1100,2020,Electric Utility,42.3026,-83.154,"Dearborn Industrial Generation, LLC","Dearborn Industrial Generation, LLC",Other boiler,Other Gas,Pipeline Natural Gas,6/1/2001,Operating,835
MI,Dearborn Industrial Generation,55088,BL2100,2020,Electric Utility,42.3026,-83.154,"Dearborn Industrial Generation, LLC","Dearborn Industrial Generation, LLC",Other boiler,Other Gas,Pipeline Natural Gas,6/1/2001,Operating,746.7
MI,Dearborn Industrial Generation,55088,BL3100,2020,Electric Utility,42.3026,-83.154,"Dearborn Industrial Generation, LLC","Dearborn Industrial Generation, LLC",Other boiler,Other Gas,Pipeline Natural Gas,6/1/2001,Operating,746.7
MI,Dearborn Industrial Generation,55088,GT2100,2020,Electric Utility,42.3026,-83.154,"Dearborn Industrial Generation, LLC","Dearborn Industrial Generation, LLC",Combined cycle,Pipeline Natural Gas,,6/1/2001,Operating,2164
MI,Dearborn Industrial Generation,55088,GT3100,2020,Electric Utility,42.3026,-83.154,"Dearborn Industrial Generation, LLC","Dearborn Industrial Generation, LLC",Combined cycle,Pipeline Natural Gas,,6/1/2001,Operating,3210
MI,Dearborn Industrial Generation,55088,GTP1,2020,Electric Utility,42.3026,-83.154,"Dearborn Industrial Generation, LLC","Dearborn Industrial Generation, LLC",Combustion turbine,Pipeline Natural Gas,,8/1/1999,Operating,2410
MI,Delray,1728,CTG111,2020,Electric Utility,42.2947,-83.1019,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,9/3/1999,Operating,1000
MI,Delray,1728,CTG121,2020,Electric Utility,42.2947,-83.1019,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,12/14/1999,Operating,912.5
MI,Dow AgroSciences LLC,880031,401,2020,Industrial Boiler,43.6025,-84.2404,Dow AgroSciences LLC,Dow AgroSciences LLC,Other boiler,Pipeline Natural Gas,,,Operating,357
MI,Dow AgroSciences LLC,880031,402,2020,Industrial Boiler,43.6025,-84.2404,Dow AgroSciences LLC,Dow AgroSciences LLC,Other boiler,Pipeline Natural Gas,,,Operating,357
MI,Eckert Station,1831,1,2020,Electric Utility,42.7183,-84.5586,Lansing Board of Water and Light,Lansing Board of Water and Light,Dry bottom wall-fired boiler,Coal,,6/1/1954,Operating,509
MI,Eckert Station,1831,3,2020,Electric Utility,42.7183,-84.5586,Lansing Board of Water and Light,Lansing Board of Water and Light,Tangentially-fired,Coal,,6/1/1961,Operating,522
MI,Eckert Station,1831,4,2020,Electric Utility,42.7183,-84.5586,Lansing Board of Water and Light,Lansing Board of Water and Light,Dry bottom wall-fired boiler,Coal,,6/1/1964,Operating,807
MI,Eckert Station,1831,5,2020,Electric Utility,42.7183,-84.5586,Lansing Board of Water and Light,Lansing Board of Water and Light,Dry bottom wall-fired boiler,Coal,,6/1/1968,Operating,807
MI,Eckert Station,1831,6,2020,Electric Utility,42.7183,-84.5586,Lansing Board of Water and Light,Lansing Board of Water and Light,Dry bottom wall-fired boiler,Coal,,6/1/1970,Operating,807
MI,Erickson,1832,1,2020,Electric Utility,42.6919,-84.6572,Lansing Board of Water and Light,Lansing Board of Water and Light,Dry bottom wall-fired boiler,Coal,,1/1/1972,Operating,1668
MI,Genesee Power Station,54751,1,2020,Cogeneration,43.0841,-83.6743,"CMS Enterprises Co., Fortistar LLC",Genesee Power Station LP,Stoker,Wood,Tire Derived Fuel,12/10/1995,Operating,743
MI,"Graphic Packaging International, Inc.",10698,BLR08,2020,Industrial Boiler,42.3049,-85.5783,"Graphic Packaging International, Inc.","Graphic Packaging International, Inc.",Dry bottom wall-fired boiler,Natural Gas,Residual Oil,1/1/1959,Operating,240
MI,Grayling Generating Station,10822,1,2020,Electric Utility,44.6062,-84.6901,"Grayling Generating Station, LP","Grayling Generating Station, LP",Stoker,Wood,"Natural Gas, Tire Derived Fuel",6/9/1992,Operating,635
MI,Greenwood,6035,1,2020,Electric Utility,43.1056,-82.6964,Detroit Edison Company,Detroit Edison Company,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,6/1/1978,Operating,8500
MI,Greenwood,6035,CTG111,2020,Electric Utility,43.1056,-82.6964,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,7/1/1999,Operating,1090
MI,Greenwood,6035,CTG112,2020,Electric Utility,43.1056,-82.6964,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,7/1/1999,Operating,1090
MI,Greenwood,6035,CTG121,2020,Electric Utility,43.1056,-82.6964,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,7/1/1999,Operating,1110
MI,Hancock Peakers,1730,CTG121,2020,Electric Utility,42.5497,-83.4425,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,5/21/1970,Operating,514.1
MI,Hancock Peakers,1730,CTG122,2020,Electric Utility,42.5497,-83.4425,Detroit Edison Company,Detroit Edison Company,Combustion turbine,Pipeline Natural Gas,,4/30/1966,Operating,514.1
MI,Holland Energy Park,59093,10,2020,Electric Utility,42.793,-86.0925,Holland Board of Public Works,Holland Board of Public Works,Combined cycle,Pipeline Natural Gas,,1/30/2017,Operating,593
MI,Holland Energy Park,59093,11,2020,Electric Utility,42.793,-86.0925,Holland Board of Public Works,Holland Board of Public Works,Combined cycle,Pipeline Natural Gas,,2/1/2017,Operating,593
MI,J B Sims,1825,3,2020,Electric Utility,43.0722,-86.2342,Grand Haven Board of Light and Power,Grand Haven Board of Light and Power,Dry bottom wall-fired boiler,Coal,,8/3/1983,Operating (Retired 06/01/2020),1151
MI,J H Campbell,1710,1,2020,Electric Utility,42.9103,-86.2036,Consumers Energy Company,Consumers Energy Company,Tangentially-fired,Coal,,8/1/1962,Operating,3237
MI,J H Campbell,1710,2,2020,Electric Utility,42.9103,-86.2036,Consumers Energy Company,Consumers Energy Company,Cell burner boiler,Coal,,5/1/1967,Operating,4270
MI,J H Campbell,1710,3,2020,Electric Utility,42.9103,-86.2036,"Bay City Electric Light & Power, Charlevoix Municipal Utilities, Chelsea Electric & Water Department, Consumers Energy Company, Harbor Springs Electricity Dept., Hart Board of Power and Light, Holland Board of Public Works, Lowell Light & Power Board, Michigan Public Power Agency, Petoskey Electric Light Department, Portland Electric Light and Power, Traverse City Light & Power, Wolverine Power Supply Cooperative, Inc.",Consumers Energy Company,Dry bottom wall-fired boiler,Coal,,6/1/1980,Operating,9909.7
MI,Jackson Generating Station,55270,7EA,2020,Electric Utility,42.2488,-84.3767,Consumers Energy Company,Consumers Energy Company,Combined cycle,Pipeline Natural Gas,,5/7/2002,Operating,1300
MI,Jackson Generating Station,55270,LM1,2020,Electric Utility,42.2488,-84.3767,Consumers Energy Company,Consumers Energy Company,Combined cycle,Pipeline Natural Gas,,4/27/2002,Operating,650
MI,Jackson Generating Station,55270,LM2,2020,Electric Utility,42.2488,-84.3767,Consumers Energy Company,Consumers Energy Company,Combined cycle,Pipeline Natural Gas,,4/29/2002,Operating,650
MI,Jackson Generating Station,55270,LM3,2020,Electric Utility,42.2488,-84.3767,Consumers Energy Company,Consumers Energy Company,Combined cycle,Pipeline Natural Gas,,4/30/2002,Operating,650
MI,Jackson Generating Station,55270,LM4,2020,Electric Utility,42.2488,-84.3767,Consumers Energy Company,Consumers Energy Company,Combined cycle,Pipeline Natural Gas,,5/4/2002,Operating,650
MI,Jackson Generating Station,55270,LM5,2020,Electric Utility,42.2488,-84.3767,Consumers Energy Company,Consumers Energy Company,Combined cycle,Pipeline Natural Gas,,5/8/2002,Operating,650
MI,Jackson Generating Station,55270,LM6,2020,Electric Utility,42.2488,-84.3767,Consumers Energy Company,Consumers Energy Company,Combined cycle,Pipeline Natural Gas,,5/10/2002,Operating,650
MI,Kalamazoo River Generating Station,55101,1,2020,Electric Utility,42.2797,-85.4922,CMS Enterprises Co.,CMS Enterprises Co.,Combustion turbine,Pipeline Natural Gas,,6/10/1999,Operating,1200
MI,Kalkaska CT Project #1,7984,1A,2020,Electric Utility,44.6889,-85.2019,Michigan Public Power Agency,Traverse City Light & Power,Combustion turbine,Pipeline Natural Gas,,11/25/2002,Operating,325
MI,Kalkaska CT Project #1,7984,1B,2020,Electric Utility,44.6889,-85.2019,Michigan Public Power Agency,Traverse City Light & Power,Combustion turbine,Pipeline Natural Gas,,11/25/2002,Operating,325
MI,Lansing BWL REO Town Plant,58427,100,2020,Cogeneration,42.7197,-84.5518,Lansing Board of Water and Light,Lansing Board of Water and Light,Combined cycle,Pipeline Natural Gas,,4/11/2013,Operating,494.9
MI,Lansing BWL REO Town Plant,58427,200,2020,Cogeneration,42.7197,-84.5518,Lansing Board of Water and Light,Lansing Board of Water and Light,Combined cycle,Pipeline Natural Gas,,4/15/2013,Operating,494.9
MI,Livingston Generating Station,55102,1,2020,Electric Utility,45.0291,-84.7332,CMS Enterprises Co.,CMS Enterprises Co.,Combustion turbine,Pipeline Natural Gas,,6/7/1999,Operating,550
MI,Livingston Generating Station,55102,2,2020,Electric Utility,45.0291,-84.7332,CMS Enterprises Co.,CMS Enterprises Co.,Combustion turbine,Pipeline Natural Gas,,6/7/1999,Operating,550
MI,Livingston Generating Station,55102,3,2020,Electric Utility,45.0291,-84.7332,CMS Enterprises Co.,CMS Enterprises Co.,Combustion turbine,Pipeline Natural Gas,,6/7/1999,Operating,550
MI,Livingston Generating Station,55102,4,2020,Electric Utility,45.0291,-84.7332,CMS Enterprises Co.,CMS Enterprises Co.,Combustion turbine,Pipeline Natural Gas,,6/7/1999,Operating,550
MI,Marathon Petroleum Company LP,880029,2,2020,Industrial Boiler,42.165,-83.091,Marathon Petroleum Company LP,Marathon Petroleum Company LP,Dry bottom wall-fired boiler,Process Gas,Pipeline Natural Gas,,Operating,350
MI,Michigan Power Limited Partnership,54915,1,2020,Cogeneration,43.94,-86.4247,Michigan Power Limited Partnership,Michigan Power Limited Partnership,Combined cycle,Pipeline Natural Gas,,10/22/1995,Operating,1478
MI,Midland Cogeneration Venture,10745,3,2020,Cogeneration,43.5861,-84.2242,"Midland Cogeneration Venture, LP","Midland Cogeneration Venture, LP",Combined cycle,Pipeline Natural Gas,,3/1/1990,Operating,1175
